Date_reported,Country_code,Country,WHO_region,Covid_new_hospitalizations_last_7days,Covid_new_icu_admissions_last_7days,Covid_new_hospitalizations_last_28days,Covid_new_icu_admissions_last_28days
14-02-2021,RWA,RWANDA,AFR,,,,
14-02-2021,BLM,SAINT BARTHÉLEMY,AMR,,,,
14-02-2021,SHN,SAINT HELENA,AFR,,,,
14-02-2021,KNA,SAINT KITTS AND NEVIS,AMR,0,,0,
14-02-2021,LCA,SAINT LUCIA,AMR,67,,85,
14-02-2021,MAF,SAINT MARTIN,AMR,,,,
14-02-2021,SPM,SAINT PIERRE AND MIQUELON,AMR,,,,
14-02-2021,VCT,SAINT VINCENT AND THE GRENADINES,AMR,,,,
14-02-2021,WSM,SAMOA,WPR,,,,
14-02-2021,SMR,SAN MARINO,EUR,,,,
14-02-2021,STP,SAO TOME AND PRINCIPE,AFR,,,,
14-02-2021,SAU,SAUDI ARABIA,EMR,,68,,184
14-02-2021,SEN,SENEGAL,AFR,,,,
14-02-2021,SRB,SERBIA,EUR,,,,
14-02-2021,SYC,SEYCHELLES,AFR,,,,
14-02-2021,SLE,SIERRA LEONE,AFR,,,,
14-02-2021,SGP,SINGAPORE,WPR,,,,
14-02-2021,SXM,SINT MAARTEN,AMR,1,0,5,0
14-02-2021,SVK,SLOVAKIA,EUR,1126,90,4444,412
14-02-2021,SVN,SLOVENIA,EUR,,,,
14-02-2021,SLB,SOLOMON ISLANDS,WPR,,,,
14-02-2021,SOM,SOMALIA,EMR,,,,
14-02-2021,ZAF,SOUTH AFRICA,AFR,,,,
14-02-2021,SSD,SOUTH SUDAN,AFR,,,,
14-02-2021,ESP,SPAIN,EUR,7563,813,53039,5352
14-02-2021,LKA,SRI LANKA,SEAR,,,,
14-02-2021,SDN,SUDAN,EMR,233,,2364,
14-02-2021,SUR,SURINAME,AMR,,,,
14-02-2021,SWE,SWEDEN,EUR,446,106,2049,450
14-02-2021,CHE,SWITZERLAND,EUR,335,,1791,
14-02-2021,SYR,SYRIAN ARAB REPUBLIC,EMR,,,22,
14-02-2021,TJK,TAJIKISTAN,EUR,,,,
14-02-2021,THA,THAILAND,SEAR,,,,
14-02-2021,GBR,THE UNITED KINGDOM,EUR,,,,
14-02-2021,TLS,TIMOR-LESTE,SEAR,22,,50,
14-02-2021,TGO,TOGO,AFR,,,,
14-02-2021,TKL,TOKELAU,WPR,,,,
14-02-2021,TON,TONGA,WPR,,,,
14-02-2021,TTO,TRINIDAD AND TOBAGO,AMR,,,,
14-02-2021,TUN,TUNISIA,EMR,244,,1584,
14-02-2021,TUR,TURKEY,EUR,6584,910,25478,4073
14-02-2021,TKM,TURKMENISTAN,EUR,,,,
14-02-2021,TCA,TURKS AND CAICOS ISLANDS,AMR,12,0,38,0
14-02-2021,TUV,TUVALU,WPR,,,,
14-02-2021,UGA,UGANDA,AFR,,,,
14-02-2021,UKR,UKRAINE,EUR,5262,722,21787,2984
14-02-2021,ARE,UNITED ARAB EMIRATES,EMR,,,,
14-02-2021,TZA,UNITED REPUBLIC OF TANZANIA,AFR,,,,
14-02-2021,USA,UNITED STATES OF AMERICA,AMR,55658,,299514,
14-02-2021,VIR,UNITED STATES VIRGIN ISLANDS,AMR,,,,
14-02-2021,URY,URUGUAY,AMR,,,,
14-02-2021,UZB,UZBEKISTAN,EUR,,,,
14-02-2021,VUT,VANUATU,WPR,,,,
14-02-2021,VEN,VENEZUELA (BOLIVARIAN REPUBLIC OF),AMR,,,,
14-02-2021,VNM,VIET NAM,WPR,,,,
14-02-2021,WLF,WALLIS AND FUTUNA,WPR,,,,
14-02-2021,YEM,YEMEN,EMR,,,,
14-02-2021,ZMB,ZAMBIA,AFR,,,,
14-02-2021,ZWE,ZIMBABWE,AFR,,,,
07-02-2021,AFG,AFGHANISTAN,EMR,,,,
07-02-2021,ALB,ALBANIA,EUR,,,,
07-02-2021,DZA,ALGERIA,AFR,,,,
07-02-2021,ASM,AMERICAN SAMOA,WPR,,,,
07-02-2021,AND,ANDORRA,EUR,,,,
07-02-2021,AGO,ANGOLA,AFR,,,,
07-02-2021,AIA,ANGUILLA,AMR,2,0,4,0
07-02-2021,ATG,ANTIGUA AND BARBUDA,AMR,,,,
07-02-2021,ARG,ARGENTINA,AMR,1735,386,8500,1791
07-02-2021,ARM,ARMENIA,EUR,,,,
07-02-2021,ABW,ARUBA,AMR,11,0,54,10
07-02-2021,AUS,AUSTRALIA,WPR,,,,
07-02-2021,AUT,AUSTRIA,EUR,442,80,2145,447
07-02-2021,AZE,AZERBAIJAN,EUR,,,,
07-02-2021,BHS,BAHAMAS,AMR,9,0,42,0
07-02-2021,BHR,BAHRAIN,EMR,573,,1915,
07-02-2021,BGD,BANGLADESH,SEAR,1075,,5249,
07-02-2021,BRB,BARBADOS,AMR,,,,
07-02-2021,BLR,BELARUS,EUR,,,,
07-02-2021,BEL,BELGIUM,EUR,928,,3596,
07-02-2021,BLZ,BELIZE,AMR,,,,
07-02-2021,BEN,BENIN,AFR,,,,
07-02-2021,BMU,BERMUDA,AMR,0,,5,0
07-02-2021,BTN,BHUTAN,SEAR,,,126,
07-02-2021,BOL,BOLIVIA (PLURINATIONAL STATE OF),AMR,,,,
07-02-2021,BES,"BONAIRE, SINT EUSTATIUS AND SABA",AMR,,,,
07-02-2021,BIH,BOSNIA AND HERZEGOVINA,EUR,,,,
07-02-2021,BWA,BOTSWANA,AFR,,,,
07-02-2021,BRA,BRAZIL,AMR,4772,1795,25949,9456
07-02-2021,VGB,BRITISH VIRGIN ISLANDS,AMR,0,,0,
07-02-2021,BRN,BRUNEI DARUSSALAM,WPR,,,,
07-02-2021,BGR,BULGARIA,EUR,1891,,6172,
07-02-2021,BFA,BURKINA FASO,AFR,,,,
07-02-2021,BDI,BURUNDI,AFR,,,,
07-02-2021,CPV,CABO VERDE,AFR,,,,
07-02-2021,KHM,CAMBODIA,WPR,,,,
07-02-2021,CMR,CAMEROON,AFR,,,,
07-02-2021,CAN,CANADA,AMR,1107,,7487,
07-02-2021,CYM,CAYMAN ISLANDS,AMR,6,,36,1
07-02-2021,CAF,CENTRAL AFRICAN REPUBLIC,AFR,,,,
07-02-2021,TCD,CHAD,AFR,,,,
07-02-2021,CHL,CHILE,AMR,2149,707,8819,2997
07-02-2021,CHN,CHINA,WPR,145,,2179,
07-02-2021,COL,COLOMBIA,AMR,,,,
07-02-2021,COM,COMOROS,AFR,,,,
07-02-2021,COG,CONGO,AFR,,,,
07-02-2021,COK,COOK ISLANDS,WPR,,,,
07-02-2021,CRI,COSTA RICA,AMR,61,29,354,108
07-02-2021,CIV,CÔTE D’IVOIRE,AFR,,,,
07-02-2021,HRV,CROATIA,EUR,,,,
07-02-2021,CUB,CUBA,AMR,,,,
07-02-2021,CUW,CURAÇAO,AMR,0,0,3,0
07-02-2021,CYP,CYPRUS,EUR,70,7,354,58
07-02-2021,CZE,CZECHIA,EUR,4381,929,18030,3583
07-02-2021,PRK,DEMOCRATIC PEOPLE'S REPUBLIC OF KOREA,SEAR,,,,
07-02-2021,COD,DEMOCRATIC REPUBLIC OF THE CONGO,AFR,,,,
07-02-2021,DNK,DENMARK,EUR,1,,18,1
07-02-2021,DJI,DJIBOUTI,EMR,,,,
07-02-2021,DMA,DOMINICA,AMR,,,,
07-02-2021,DOM,DOMINICAN REPUBLIC,AMR,,0,,0
07-02-2021,ECU,ECUADOR,AMR,609,,3356,
07-02-2021,EGY,EGYPT,EMR,1443,457,6984,2303
07-02-2021,SLV,EL SALVADOR,AMR,,,,
07-02-2021,GNQ,EQUATORIAL GUINEA,AFR,,,,
07-02-2021,ERI,ERITREA,AFR,,,,
07-02-2021,EST,ESTONIA,EUR,324,21,1215,108
07-02-2021,SWZ,ESWATINI,AFR,,,,
07-02-2021,ETH,ETHIOPIA,AFR,,,,
07-02-2021,FLK,FALKLAND ISLANDS (MALVINAS),AMR,,,,
07-02-2021,FRO,FAROE ISLANDS,EUR,,,,
07-02-2021,FJI,FIJI,WPR,,,,
07-02-2021,FIN,FINLAND,EUR,48,18,237,69
07-02-2021,FRA,FRANCE,EUR,10595,1696,40975,6475
07-02-2021,GUF,FRENCH GUIANA,AMR,,,,
07-02-2021,PYF,FRENCH POLYNESIA,WPR,,,,
07-02-2021,GAB,GABON,AFR,,,,
07-02-2021,GMB,GAMBIA,AFR,,,,
07-02-2021,GEO,GEORGIA,EUR,,,,
07-02-2021,DEU,GERMANY,EUR,6308,512,31747,2522
07-02-2021,GHA,GHANA,AFR,,,,
07-02-2021,GIB,GIBRALTAR,EUR,,,,
07-02-2021,GRC,GREECE,EUR,1224,111,3810,372
07-02-2021,GRL,GREENLAND,EUR,,,,
07-02-2021,GRD,GRENADA,AMR,,,,
07-02-2021,GLP,GUADELOUPE,AMR,,,,
07-02-2021,GUM,GUAM,WPR,,,,
07-02-2021,GTM,GUATEMALA,AMR,7,10,42,58
07-02-2021,GGY,GUERNSEY,EUR,,,,
07-02-2021,GIN,GUINEA,AFR,,,,
07-02-2021,GNB,GUINEA-BISSAU,AFR,,,,
07-02-2021,GUY,GUYANA,AMR,,,,
07-02-2021,HTI,HAITI,AMR,,,,
07-02-2021,VAT,HOLY SEE,EUR,,,,
07-02-2021,HND,HONDURAS,AMR,91,0,279,1
07-02-2021,HUN,HUNGARY,EUR,,,,
07-02-2021,ISL,ICELAND,EUR,2,,8,
07-02-2021,IND,INDIA,SEAR,,,,
07-02-2021,IDN,INDONESIA,WPR,28109,,123523,
07-02-2021,XXL,International commercial vessel,OTHER,,,,
07-02-2021,XXF,International conveyance (American Samoa),OTHER,,,,
07-02-2021,XXJ,International conveyance (Diamond Princess),OTHER,,,,
07-02-2021,XXI,International conveyance (Kiribati),OTHER,,,,
07-02-2021,XXG,International conveyance (Solomon Islands),OTHER,,,,
07-02-2021,XXH,International conveyance (Vanuatu),OTHER,,,,
07-02-2021,IRN,IRAN (ISLAMIC REPUBLIC OF),EMR,,,,
07-02-2021,IRQ,IRAQ,EMR,2065,,5404,
07-02-2021,IRL,IRELAND,EUR,556,46,3339,380
07-02-2021,IMN,ISLE OF MAN,EUR,,,,
07-02-2021,ISR,ISRAEL,EUR,,,,
07-02-2021,ITA,ITALY,EUR,6745,1028,29605,4312
07-02-2021,JAM,JAMAICA,AMR,53,,134,1
07-02-2021,JPN,JAPAN,WPR,,,,
07-02-2021,JEY,JERSEY,EUR,0,,0,
07-02-2021,JOR,JORDAN,EMR,455,,1663,
07-02-2021,KAZ,KAZAKHSTAN,EUR,,,,
07-02-2021,KEN,KENYA,AFR,,,,
07-02-2021,KIR,KIRIBATI,WPR,,,,
07-02-2021,XKX,Kosovo (in accordance with UN Security Council Resolution 1244 (1999)),EUR,,,,
07-02-2021,KWT,KUWAIT,EMR,,,,
07-02-2021,KGZ,KYRGYZSTAN,EUR,,,,
07-02-2021,LAO,LAO PEOPLE'S DEMOCRATIC REPUBLIC,WPR,,,,
07-02-2021,LVA,LATVIA,EUR,644,155,2909,630
07-02-2021,LBN,LEBANON,EMR,,,,
07-02-2021,LSO,LESOTHO,AFR,,,,
07-02-2021,LBR,LIBERIA,AFR,,,,
07-02-2021,LBY,LIBYA,EMR,,,,
07-02-2021,LIE,LIECHTENSTEIN,EUR,,,,
07-02-2021,LTU,LITHUANIA,EUR,424,10,2349,78
07-02-2021,LUX,LUXEMBOURG,EUR,53,4,199,21
07-02-2021,MDG,MADAGASCAR,AFR,,,,
07-02-2021,MWI,MALAWI,AFR,,,,
07-02-2021,MYS,MALAYSIA,WPR,17849,,72994,
07-02-2021,MDV,MALDIVES,SEAR,133,,412,
07-02-2021,MLI,MALI,AFR,,,,
07-02-2021,MLT,MALTA,EUR,28,6,123,21
07-02-2021,MHL,MARSHALL ISLANDS,WPR,,,,
07-02-2021,MTQ,MARTINIQUE,AMR,,,,
07-02-2021,MRT,MAURITANIA,AFR,,,,
07-02-2021,MUS,MAURITIUS,AFR,,,,
07-02-2021,MYT,MAYOTTE,AFR,,,,
07-02-2021,MEX,MEXICO,AMR,10736,199,55980,971
07-02-2021,FSM,MICRONESIA (FEDERATED STATES OF),WPR,,,,
07-02-2021,MCO,MONACO,EUR,,,,
07-02-2021,MNG,MONGOLIA,WPR,,,,
07-02-2021,MNE,MONTENEGRO,EUR,216,4,754,18
07-02-2021,MSR,MONTSERRAT,AMR,,,,
07-02-2021,MAR,MOROCCO,EMR,,,,
07-02-2021,MOZ,MOZAMBIQUE,AFR,,,,
07-02-2021,MMR,MYANMAR,SEAR,,,,
07-02-2021,NAM,NAMIBIA,AFR,,,,
07-02-2021,NRU,NAURU,WPR,,,,
07-02-2021,NPL,NEPAL,SEAR,,,,
07-02-2021,NLD,NETHERLANDS,EUR,1194,174,5411,924
07-02-2021,NCL,NEW CALEDONIA,WPR,,,,
07-02-2021,NZL,NEW ZEALAND,WPR,1,0,5,0
07-02-2021,NIC,NICARAGUA,AMR,,,,
07-02-2021,NER,NIGER,AFR,,,,
07-02-2021,NGA,NIGERIA,AFR,,,,
07-02-2021,NIU,NIUE,WPR,,,,
07-02-2021,MKD,NORTH MACEDONIA,EUR,140,8,544,42
07-02-2021,MNP,NORTHERN MARIANA ISLANDS (COMMONWEALTH OF THE),WPR,,,,
07-02-2021,NOR,NORWAY,EUR,34,10,115,51
07-02-2021,PSE,"OCCUPIED PALESTINIAN TERRITORY, INCLUDING EAST JERUSALEM",EMR,,,,
07-02-2021,OMN,OMAN,EMR,9,15,88,77
07-02-2021,PAK,PAKISTAN,EMR,924,,4158,
07-02-2021,PLW,PALAU,WPR,,,,
07-02-2021,PAN,PANAMA,AMR,,,,
07-02-2021,PNG,PAPUA NEW GUINEA,WPR,,,,
07-02-2021,PRY,PARAGUAY,AMR,,,,
07-02-2021,PER,PERU,AMR,,,,
07-02-2021,PHL,PHILIPPINES,WPR,,,,
07-02-2021,PCN,PITCAIRN ISLANDS,WPR,,,,
07-02-2021,POL,POLAND,EUR,1221,10,5551,60
07-02-2021,PRT,PORTUGAL,EUR,3438,349,15367,1700
07-02-2021,PRI,PUERTO RICO,AMR,,,,
07-02-2021,QAT,QATAR,EMR,1201,45,3087,134
07-02-2021,KOR,REPUBLIC OF KOREA,WPR,,,,
07-02-2021,MDA,REPUBLIC OF MOLDOVA,EUR,,,,
07-02-2021,REU,RÉUNION,AFR,,,,
07-02-2021,ROU,ROMANIA,EUR,,,,
07-02-2021,RUS,RUSSIAN FEDERATION,EUR,,,,
07-02-2021,RWA,RWANDA,AFR,,,,
07-02-2021,BLM,SAINT BARTHÉLEMY,AMR,,,,
07-02-2021,SHN,SAINT HELENA,AFR,,,,
07-02-2021,KNA,SAINT KITTS AND NEVIS,AMR,0,,0,
07-02-2021,LCA,SAINT LUCIA,AMR,16,,18,
07-02-2021,MAF,SAINT MARTIN,AMR,,,,
07-02-2021,SPM,SAINT PIERRE AND MIQUELON,AMR,,,,
07-02-2021,VCT,SAINT VINCENT AND THE GRENADINES,AMR,,,,
07-02-2021,WSM,SAMOA,WPR,,,,
07-02-2021,SMR,SAN MARINO,EUR,,,,
07-02-2021,STP,SAO TOME AND PRINCIPE,AFR,,,,
07-02-2021,SAU,SAUDI ARABIA,EMR,,52,,138
07-02-2021,SEN,SENEGAL,AFR,,,,
07-02-2021,SRB,SERBIA,EUR,,,,
07-02-2021,SYC,SEYCHELLES,AFR,,,,
07-02-2021,SLE,SIERRA LEONE,AFR,,,,
07-02-2021,SGP,SINGAPORE,WPR,,,,
07-02-2021,SXM,SINT MAARTEN,AMR,1,0,5,0
07-02-2021,SVK,SLOVAKIA,EUR,1076,119,4447,443
07-02-2021,SVN,SLOVENIA,EUR,,,,
07-02-2021,SLB,SOLOMON ISLANDS,WPR,,,,
07-02-2021,SOM,SOMALIA,EMR,,,,
07-02-2021,ZAF,SOUTH AFRICA,AFR,,,,
07-02-2021,SSD,SOUTH SUDAN,AFR,,,,
07-02-2021,ESP,SPAIN,EUR,11781,1249,59463,5865
07-02-2021,LKA,SRI LANKA,SEAR,,,,
07-02-2021,SDN,SUDAN,EMR,209,,2833,
07-02-2021,SUR,SURINAME,AMR,,,,
07-02-2021,SWE,SWEDEN,EUR,425,107,2437,500
07-02-2021,CHE,SWITZERLAND,EUR,425,,2158,
07-02-2021,SYR,SYRIAN ARAB REPUBLIC,EMR,2,,32,
07-02-2021,TJK,TAJIKISTAN,EUR,,,,
07-02-2021,THA,THAILAND,SEAR,,,,
07-02-2021,GBR,THE UNITED KINGDOM,EUR,,,,
07-02-2021,TLS,TIMOR-LESTE,SEAR,10,,31,
07-02-2021,TGO,TOGO,AFR,,,,
07-02-2021,TKL,TOKELAU,WPR,,,,
07-02-2021,TON,TONGA,WPR,,,,
07-02-2021,TTO,TRINIDAD AND TOBAGO,AMR,,,,
07-02-2021,TUN,TUNISIA,EMR,317,,1831,
07-02-2021,TUR,TURKEY,EUR,6521,958,26180,4695
07-02-2021,TKM,TURKMENISTAN,EUR,,,,
07-02-2021,TCA,TURKS AND CAICOS ISLANDS,AMR,8,0,37,0
07-02-2021,TUV,TUVALU,WPR,,,,
07-02-2021,UGA,UGANDA,AFR,,,,
07-02-2021,UKR,UKRAINE,EUR,5319,725,23045,3086
07-02-2021,ARE,UNITED ARAB EMIRATES,EMR,,,,
07-02-2021,TZA,UNITED REPUBLIC OF TANZANIA,AFR,,,,
07-02-2021,USA,UNITED STATES OF AMERICA,AMR,69176,,352454,
07-02-2021,VIR,UNITED STATES VIRGIN ISLANDS,AMR,,,,
07-02-2021,URY,URUGUAY,AMR,,,,
07-02-2021,UZB,UZBEKISTAN,EUR,,,,
07-02-2021,VUT,VANUATU,WPR,,,,
07-02-2021,VEN,VENEZUELA (BOLIVARIAN REPUBLIC OF),AMR,,,,
07-02-2021,VNM,VIET NAM,WPR,,,,
07-02-2021,WLF,WALLIS AND FUTUNA,WPR,,,,
07-02-2021,YEM,YEMEN,EMR,,,,
07-02-2021,ZMB,ZAMBIA,AFR,,,,
07-02-2021,ZWE,ZIMBABWE,AFR,,,,
31-01-2021,AFG,AFGHANISTAN,EMR,,,,
31-01-2021,ALB,ALBANIA,EUR,,,,
31-01-2021,DZA,ALGERIA,AFR,,,,
31-01-2021,ASM,AMERICAN SAMOA,WPR,,,,
31-01-2021,AND,ANDORRA,EUR,,,,
31-01-2021,AGO,ANGOLA,AFR,,,,
31-01-2021,AIA,ANGUILLA,AMR,1,,2,0
31-01-2021,ATG,ANTIGUA AND BARBUDA,AMR,,,,
31-01-2021,ARG,ARGENTINA,AMR,2008,413,9587,1919
31-01-2021,ARM,ARMENIA,EUR,,,,
31-01-2021,ABW,ARUBA,AMR,10,2,65,17
31-01-2021,AUS,AUSTRALIA,WPR,,,,
31-01-2021,AUT,AUSTRIA,EUR,538,117,2405,492
31-01-2021,AZE,AZERBAIJAN,EUR,,,,
31-01-2021,BHS,BAHAMAS,AMR,19,0,51,0
31-01-2021,BHR,BAHRAIN,EMR,518,,1717,
31-01-2021,BGD,BANGLADESH,SEAR,1154,,5916,
31-01-2021,BRB,BARBADOS,AMR,,,,
31-01-2021,BLR,BELARUS,EUR,,,,
31-01-2021,BEL,BELGIUM,EUR,837,,3591,
31-01-2021,BLZ,BELIZE,AMR,,,,
31-01-2021,BEN,BENIN,AFR,,,,
31-01-2021,BMU,BERMUDA,AMR,1,0,10,1
31-01-2021,BTN,BHUTAN,SEAR,,,218,
31-01-2021,BOL,BOLIVIA (PLURINATIONAL STATE OF),AMR,,,,
31-01-2021,BES,"BONAIRE, SINT EUSTATIUS AND SABA",AMR,,,,
31-01-2021,BIH,BOSNIA AND HERZEGOVINA,EUR,,,,
31-01-2021,BWA,BOTSWANA,AFR,,,,
31-01-2021,BRA,BRAZIL,AMR,3997,1436,37709,13453
31-01-2021,VGB,BRITISH VIRGIN ISLANDS,AMR,0,,0,
31-01-2021,BRN,BRUNEI DARUSSALAM,WPR,,,,
31-01-2021,BGR,BULGARIA,EUR,1606,,6454,
31-01-2021,BFA,BURKINA FASO,AFR,,,,
31-01-2021,BDI,BURUNDI,AFR,,,,
31-01-2021,CPV,CABO VERDE,AFR,,,,
31-01-2021,KHM,CAMBODIA,WPR,,,,
31-01-2021,CMR,CAMEROON,AFR,,,,
31-01-2021,CAN,CANADA,AMR,1532,,9871,
31-01-2021,CYM,CAYMAN ISLANDS,AMR,14,,44,1
31-01-2021,CAF,CENTRAL AFRICAN REPUBLIC,AFR,,,,
31-01-2021,TCD,CHAD,AFR,,,,
31-01-2021,CHL,CHILE,AMR,2229,741,8563,3000
31-01-2021,CHN,CHINA,WPR,450,,2420,
31-01-2021,COL,COLOMBIA,AMR,,,,
31-01-2021,COM,COMOROS,AFR,,,,
31-01-2021,COG,CONGO,AFR,,,,
31-01-2021,COK,COOK ISLANDS,WPR,,,,
31-01-2021,CRI,COSTA RICA,AMR,71,18,435,125
31-01-2021,CIV,CÔTE D’IVOIRE,AFR,,,,
31-01-2021,HRV,CROATIA,EUR,,,,
31-01-2021,CUB,CUBA,AMR,,,,
31-01-2021,CUW,CURAÇAO,AMR,0,0,6,0
31-01-2021,CYP,CYPRUS,EUR,70,9,425,74
31-01-2021,CZE,CZECHIA,EUR,4149,829,19905,3690
31-01-2021,PRK,DEMOCRATIC PEOPLE'S REPUBLIC OF KOREA,SEAR,,,,
31-01-2021,COD,DEMOCRATIC REPUBLIC OF THE CONGO,AFR,,,,
31-01-2021,DNK,DENMARK,EUR,2,1,24,2
31-01-2021,DJI,DJIBOUTI,EMR,,,,
31-01-2021,DMA,DOMINICA,AMR,,,,
31-01-2021,DOM,DOMINICAN REPUBLIC,AMR,,0,,0
31-01-2021,ECU,ECUADOR,AMR,911,,3560,
31-01-2021,EGY,EGYPT,EMR,1412,455,6226,2546
31-01-2021,SLV,EL SALVADOR,AMR,,,,
31-01-2021,GNQ,EQUATORIAL GUINEA,AFR,,,,
31-01-2021,ERI,ERITREA,AFR,,,,
31-01-2021,EST,ESTONIA,EUR,298,26,1168,118
31-01-2021,SWZ,ESWATINI,AFR,,,,
31-01-2021,ETH,ETHIOPIA,AFR,,,,
31-01-2021,FLK,FALKLAND ISLANDS (MALVINAS),AMR,,,,
31-01-2021,FRO,FAROE ISLANDS,EUR,,,,
31-01-2021,FJI,FIJI,WPR,,,,
31-01-2021,FIN,FINLAND,EUR,63,18,258,70
31-01-2021,FRA,FRANCE,EUR,10523,1749,38850,6124
31-01-2021,GUF,FRENCH GUIANA,AMR,,,,
31-01-2021,PYF,FRENCH POLYNESIA,WPR,,,,
31-01-2021,GAB,GABON,AFR,,,,
31-01-2021,GMB,GAMBIA,AFR,,,,
31-01-2021,GEO,GEORGIA,EUR,,,,
31-01-2021,DEU,GERMANY,EUR,7321,618,36165,2934
31-01-2021,GHA,GHANA,AFR,,,,
31-01-2021,GIB,GIBRALTAR,EUR,,,,
31-01-2021,GRC,GREECE,EUR,931,67,3442,368
31-01-2021,GRL,GREENLAND,EUR,,,,
31-01-2021,GRD,GRENADA,AMR,,,,
31-01-2021,GLP,GUADELOUPE,AMR,,,,
31-01-2021,GUM,GUAM,WPR,,,,
31-01-2021,GTM,GUATEMALA,AMR,6,11,68,81
31-01-2021,GGY,GUERNSEY,EUR,,,,
31-01-2021,GIN,GUINEA,AFR,,,,
31-01-2021,GNB,GUINEA-BISSAU,AFR,,,,
31-01-2021,GUY,GUYANA,AMR,,,,
31-01-2021,HTI,HAITI,AMR,,,,
31-01-2021,VAT,HOLY SEE,EUR,,,,
31-01-2021,HND,HONDURAS,AMR,90,0,267,1
31-01-2021,HUN,HUNGARY,EUR,,,,
31-01-2021,ISL,ICELAND,EUR,1,,6,
31-01-2021,IND,INDIA,SEAR,,,,
31-01-2021,IDN,INDONESIA,WPR,33192,,121891,
31-01-2021,XXL,International commercial vessel,OTHER,,,,
31-01-2021,XXF,International conveyance (American Samoa),OTHER,,,,
31-01-2021,XXJ,International conveyance (Diamond Princess),OTHER,,,,
31-01-2021,XXI,International conveyance (Kiribati),OTHER,,,,
31-01-2021,XXG,International conveyance (Solomon Islands),OTHER,,,,
31-01-2021,XXH,International conveyance (Vanuatu),OTHER,,,,
31-01-2021,IRN,IRAN (ISLAMIC REPUBLIC OF),EMR,,,,
31-01-2021,IRQ,IRAQ,EMR,1123,,4300,
31-01-2021,IRL,IRELAND,EUR,629,83,4062,450
31-01-2021,IMN,ISLE OF MAN,EUR,,,,
31-01-2021,ISR,ISRAEL,EUR,,,,
31-01-2021,ITA,ITALY,EUR,6840,974,32305,4575
31-01-2021,JAM,JAMAICA,AMR,26,,97,1
31-01-2021,JPN,JAPAN,WPR,,,,
31-01-2021,JEY,JERSEY,EUR,0,,0,
31-01-2021,JOR,JORDAN,EMR,398,,1743,
31-01-2021,KAZ,KAZAKHSTAN,EUR,,,,
31-01-2021,KEN,KENYA,AFR,,,,
31-01-2021,KIR,KIRIBATI,WPR,,,,
31-01-2021,XKX,Kosovo (in accordance with UN Security Council Resolution 1244 (1999)),EUR,,,,
31-01-2021,KWT,KUWAIT,EMR,,,,
31-01-2021,KGZ,KYRGYZSTAN,EUR,,,,
31-01-2021,LAO,LAO PEOPLE'S DEMOCRATIC REPUBLIC,WPR,,,,
31-01-2021,LVA,LATVIA,EUR,708,163,3203,594
31-01-2021,LBN,LEBANON,EMR,,,,
31-01-2021,LSO,LESOTHO,AFR,,,,
31-01-2021,LBR,LIBERIA,AFR,,,,
31-01-2021,LBY,LIBYA,EMR,,,,
31-01-2021,LIE,LIECHTENSTEIN,EUR,,,,
31-01-2021,LTU,LITHUANIA,EUR,638,12,2719,101
31-01-2021,LUX,LUXEMBOURG,EUR,48,3,202,26
31-01-2021,MDG,MADAGASCAR,AFR,,,,
31-01-2021,MWI,MALAWI,AFR,,,,
31-01-2021,MYS,MALAYSIA,WPR,18271,,74796,
31-01-2021,MDV,MALDIVES,SEAR,166,,327,
31-01-2021,MLI,MALI,AFR,,,,
31-01-2021,MLT,MALTA,EUR,26,5,134,16
31-01-2021,MHL,MARSHALL ISLANDS,WPR,,,,
31-01-2021,MTQ,MARTINIQUE,AMR,,,,
31-01-2021,MRT,MAURITANIA,AFR,,,,
31-01-2021,MUS,MAURITIUS,AFR,,,,
31-01-2021,MYT,MAYOTTE,AFR,,,,
31-01-2021,MEX,MEXICO,AMR,13850,260,59709,1010
31-01-2021,FSM,MICRONESIA (FEDERATED STATES OF),WPR,,,,
31-01-2021,MCO,MONACO,EUR,,,,
31-01-2021,MNG,MONGOLIA,WPR,,,,
31-01-2021,MNE,MONTENEGRO,EUR,196,5,704,19
31-01-2021,MSR,MONTSERRAT,AMR,,,,
31-01-2021,MAR,MOROCCO,EMR,,,,
31-01-2021,MOZ,MOZAMBIQUE,AFR,,,,
31-01-2021,MMR,MYANMAR,SEAR,,,4259,
31-01-2021,NAM,NAMIBIA,AFR,,,,
31-01-2021,NRU,NAURU,WPR,,,,
31-01-2021,NPL,NEPAL,SEAR,,,,
31-01-2021,NLD,NETHERLANDS,EUR,1297,253,5926,1051
31-01-2021,NCL,NEW CALEDONIA,WPR,,,,
31-01-2021,NZL,NEW ZEALAND,WPR,1,0,4,0
31-01-2021,NIC,NICARAGUA,AMR,,,,
31-01-2021,NER,NIGER,AFR,,,,
31-01-2021,NGA,NIGERIA,AFR,,,,
31-01-2021,NIU,NIUE,WPR,,,,
31-01-2021,MKD,NORTH MACEDONIA,EUR,129,9,557,45
31-01-2021,MNP,NORTHERN MARIANA ISLANDS (COMMONWEALTH OF THE),WPR,,,,
31-01-2021,NOR,NORWAY,EUR,58,9,126,62
31-01-2021,PSE,"OCCUPIED PALESTINIAN TERRITORY, INCLUDING EAST JERUSALEM",EMR,,,,
31-01-2021,OMN,OMAN,EMR,8,32,134,76
31-01-2021,PAK,PAKISTAN,EMR,796,,4387,
31-01-2021,PLW,PALAU,WPR,,,,
