COUNTRY,COVID_VACCINE_ADM_TOT_A1D,COVID_VACCINE_ADM_TOT_BOOST,COVID_VACCINE_ADM_TOT_CPS,COVID_VACCINE_ADM_TOT_DOSES,COVID_VACCINE_ADM_TOT_DOSES_PER100,COVID_VACCINE_COV_TOT_A1D,COVID_VACCINE_COV_TOT_BOOST,COVID_VACCINE_COV_TOT_CPS,COVID_VACCINE_DATE_INTRO_FIRST,COVID_VACCINE_DATE_REPORT_TOT_LAST,DATE
BWA,1169197,,1033971,1169197,50,50,,44,26-03-2021,31-12-2023,26-12-2021
BWA,1330054,49071,1104312,1330054,57,57,2,47,26-03-2021,31-12-2023,30-01-2022
BWA,1427925,176958,1184611,1427925,61,61,8,50,26-03-2021,31-12-2023,27-02-2022
BWA,1462457,268931,1307697,1619726,69,62,11,56,26-03-2021,31-12-2023,27-03-2022
BWA,1475516,311490,1333463,1910280,81,63,13,57,26-03-2021,31-12-2023,24-04-2022
BWA,1488754,368733,1352279,2444090,104,63,16,58,26-03-2021,31-12-2023,29-05-2022
BWA,1497683,391031,1364332,2730607,116,64,17,58,26-03-2021,31-12-2023,26-06-2022
BWA,1502742,405491,1371162,2862659,122,64,17,58,26-03-2021,31-12-2023,31-07-2022
BWA,1502742,430542,1373648,2871301,122,64,18,58,26-03-2021,31-12-2023,28-08-2022
BWA,1576800,463315,1377952,2891400,123,67,20,59,26-03-2021,31-12-2023,25-09-2022
BWA,1651802,488605,1401890,2891400,123,70,21,60,26-03-2021,31-12-2023,30-10-2022
BWA,1684233,499136,1424434,3099433,132,72,21,61,26-03-2021,31-12-2023,27-11-2022
BWA,1691984,502795,1427883,3121142,133,72,21,61,26-03-2021,31-12-2023,25-12-2022
BWA,1701180,503207,1437689,3164449,135,72,21,61,26-03-2021,31-12-2023,29-01-2023
BWA,1938455,504444,1634884,3171667,135,82,21,70,26-03-2021,31-12-2023,26-02-2023
BWA,1949229,506263,1656001,3171667,135,83,22,70,26-03-2021,31-12-2023,26-03-2023
PRT,275556,,163032,438620,4,3,,2,23-12-2020,23-12-2023,31-01-2021
PRT,682197,,283257,965513,9,7,,3,23-12-2020,01-10-2023,28-02-2021
PRT,1288549,,550886,1839485,18,13,,5,23-12-2020,23-12-2023,28-03-2021
PRT,2470342,,891178,3361615,33,24,,9,23-12-2020,23-12-2023,25-04-2021
PRT,3901960,,2027261,5929444,58,38,,20,23-12-2020,23-12-2023,30-05-2021
PRT,5506579,,3201024,8831601,86,53,,31,23-12-2020,23-12-2023,27-06-2021
PRT,7026607,,5126267,12153674,118,68,,50,23-12-2020,23-12-2023,25-07-2021
PRT,8177427,,6097333,14276668,139,79,,59,23-12-2020,23-12-2023,29-08-2021
PRT,8946106,,7056547,16005418,155,87,,69,23-12-2020,23-12-2023,26-09-2021
PRT,9026651,,7217644,16246418,158,88,,70,23-12-2020,23-12-2023,31-10-2021
PRT,9109792,,7281106,17746153,172,88,,71,23-12-2020,23-12-2023,28-11-2021
PRT,9302889,,7365745,19582398,190,90,,72,23-12-2020,23-12-2023,26-12-2021
PRT,9589332,763965,8555361,22206023,216,93,7,83,23-12-2020,23-12-2023,30-01-2022
PRT,9661928,6173522,8763938,23474067,228,94,60,85,23-12-2020,23-12-2023,27-02-2022
PRT,9683830,6312762,8807787,23680652,230,94,61,86,23-12-2020,23-12-2023,27-03-2022
PRT,9700556,6403991,8835077,23816735,231,94,62,86,23-12-2020,23-12-2023,24-04-2022
PRT,9717440,6523637,8867554,24152901,235,94,63,86,23-12-2020,23-12-2023,29-05-2022
PRT,9731050,6751964,8871282,24649334,239,95,66,86,23-12-2020,23-12-2023,26-06-2022
PRT,9742394,6846929,8871805,24812864,241,95,67,86,23-12-2020,23-12-2023,31-07-2022
PRT,9750711,6889478,8872327,24891838,242,95,67,86,23-12-2020,23-12-2023,28-08-2022
PRT,9757199,6911098,8872832,25523782,248,95,67,86,23-12-2020,23-12-2023,25-09-2022
PRT,9763635,6966722,8876672,26165513,254,95,68,86,23-12-2020,23-12-2023,30-10-2022
PRT,9769706,7003796,8882926,26972178,262,95,68,86,23-12-2020,23-12-2023,27-11-2022
PRT,9774232,7028695,8887852,27010854,262,95,68,86,23-12-2020,23-12-2023,25-12-2022
PRT,9778640,7041200,8892678,27049530,263,95,68,86,23-12-2020,23-12-2023,29-01-2023
PRT,9781439,7046622,8895764,27084463,263,95,68,86,23-12-2020,23-12-2023,26-02-2023
PRT,9783856,7050345,8898393,27123139,263,95,68,86,23-12-2020,23-12-2023,26-03-2023
PRT,9785802,7051775,8900508,27160568,264,95,68,86,23-12-2020,23-12-2023,30-04-2023
PRT,9787477,7051829,8902347,27199244,264,95,68,86,23-12-2020,23-12-2023,28-05-2023
PRT,9788776,7051881,8903726,27236672,265,95,68,86,23-12-2020,23-12-2023,25-06-2023
PRT,9790038,7051936,8905019,27275348,265,95,68,86,23-12-2020,23-12-2023,30-07-2023
PRT,9791300,7051990,8906312,27314024,265,95,68,87,23-12-2020,23-12-2023,27-08-2023
PRT,9820998,7052043,8910207,27351453,266,95,68,87,23-12-2020,23-12-2023,24-09-2023
PRT,9822021,7052055,8910340,27360186,266,95,68,87,23-12-2020,23-12-2023,29-10-2023
PRT,9822021,7052055,8910340,27360186,266,95,68,87,23-12-2020,23-12-2023,26-11-2023
MMR,23706138,733990,21009260,45449388,84,44,1,39,27-01-2021,21-08-2023,27-02-2022
MMR,26871746,1088017,21896926,49856689,92,49,2,40,27-01-2021,21-08-2023,27-03-2022
MMR,30637522,1452806,23476146,55566474,102,56,3,43,27-01-2021,21-08-2023,24-04-2022
MMR,32119827,2104662,26538321,60762811,112,59,4,49,27-01-2021,21-08-2023,29-05-2022
MMR,34987790,2667964,27834048,65489802,120,64,5,51,27-01-2021,21-08-2023,26-06-2022
MMR,35531521,3806215,28579905,67917640,125,65,7,53,27-01-2021,21-08-2023,31-07-2022
MMR,36075251,4944465,29325762,70345478,129,66,9,54,27-01-2021,21-08-2023,28-08-2022
MMR,36601442,6045998,30047559,72694999,134,67,11,55,27-01-2021,21-08-2023,25-09-2022
MMR,37145173,7184249,30793415,75122837,138,68,13,57,27-01-2021,21-08-2023,30-10-2022
MMR,37671364,8285782,31515212,77472358,142,69,15,58,27-01-2021,21-08-2023,27-11-2022
MMR,38215094,9424032,32261069,79900196,147,70,17,59,27-01-2021,21-08-2023,25-12-2022
MMR,38758825,10562283,33006926,82328034,151,71,19,61,27-01-2021,21-08-2023,29-01-2023
MMR,39249936,11590380,33680603,84520920,155,72,21,62,27-01-2021,21-08-2023,26-02-2023
MMR,39793667,12728631,34426460,86948758,160,73,23,63,27-01-2021,21-08-2023,26-03-2023
MMR,40319858,13830163,35148257,89298278,164,74,25,65,27-01-2021,21-08-2023,30-04-2023
MMR,40667664,14448011,35390081,90505756,166,75,27,65,27-01-2021,21-08-2023,28-05-2023
MMR,40991175,15011195,35590465,91592834,168,75,28,65,27-01-2021,21-08-2023,25-06-2023
MMR,41325469,15593152,35797528,92716149,170,76,29,66,27-01-2021,21-08-2023,30-07-2023
MMR,41551927,15987381,35937796,93477104,172,76,29,66,27-01-2021,21-08-2023,27-08-2023
MMR,41551927,15987381,35937796,93477104,172,76,29,66,27-01-2021,21-08-2023,24-09-2023
MMR,41551927,15987381,35937796,93477104,172,76,29,66,27-01-2021,21-08-2023,29-10-2023
MMR,41551927,15987381,35937796,93477104,172,76,29,66,27-01-2021,21-08-2023,26-11-2023
MMR,844776,,427106,1271881,2,2,,1,27-01-2021,21-08-2023,31-01-2021
MMR,1709786,,944459,2654245,5,3,,2,27-01-2021,21-08-2023,28-02-2021
MMR,1735923,,1061029,2796952,5,3,,2,27-01-2021,21-08-2023,28-03-2021
MMR,1761216,,1173839,2935055,5,3,,2,27-01-2021,21-08-2023,25-04-2021
MMR,1825849,,1461075,3286924,6,3,,3,27-01-2021,21-08-2023,30-05-2021
MMR,2106754,,1614799,3721553,7,4,,3,27-01-2021,21-08-2023,27-06-2021
MMR,2436590,,1723317,4159907,8,4,,3,27-01-2021,21-08-2023,25-07-2021
MMR,3288813,,2199394,4759205,9,6,,4,27-01-2021,21-08-2023,29-08-2021
MMR,7816022,,4003293,11819315,22,14,,7,27-01-2021,21-08-2023,26-09-2021
MMR,13244996,,7054015,20299011,37,24,,13,27-01-2021,21-08-2023,31-10-2021
MMR,16849172,,11858598,28707770,53,31,,22,27-01-2021,21-08-2023,28-11-2021
MMR,20751220,,15418155,36169375,66,38,,28,27-01-2021,21-08-2023,26-12-2021
MMR,22187222,,18951809,41139031,76,41,,35,27-01-2021,21-08-2023,30-01-2022
SEN,2684696,724754,1548457,3181082,19,16,4,9,23-02-2021,31-12-2023,26-11-2023
SEN,1292517,,891834,1866769,11,8,,5,23-02-2021,31-12-2023,31-10-2021
SEN,1326293,,928160,1916738,11,8,,6,23-02-2021,31-12-2023,28-11-2021
SEN,1359333,,956422,1963784,12,8,,6,23-02-2021,31-12-2023,26-12-2021
SEN,1411975,,990219,2039612,12,8,,6,23-02-2021,31-12-2023,30-01-2022
SEN,1421720,2816,1031419,2066087,12,8,,6,23-02-2021,31-12-2023,27-02-2022
SEN,1421720,5174,1042371,2071941,12,8,,6,23-02-2021,31-12-2023,27-03-2022
SEN,1421720,7027,1045680,2075151,12,8,,6,23-02-2021,31-12-2023,24-04-2022
SEN,1421720,7027,1051041,2081561,12,8,,6,23-02-2021,31-12-2023,29-05-2022
SEN,1436555,7027,1066151,2090349,12,9,,6,23-02-2021,31-12-2023,26-06-2022
SEN,1452879,12502,1071360,2107438,13,9,,6,23-02-2021,31-12-2023,31-07-2022
SEN,1472672,15729,1089518,2135057,13,9,,7,23-02-2021,31-12-2023,28-08-2022
SEN,1550458,363375,1142893,2389540,14,9,2,7,23-02-2021,31-12-2023,25-09-2022
SEN,1783169,597858,1285601,2523123,15,11,4,8,23-02-2021,31-12-2023,30-10-2022
SEN,1958470,622496,1362793,2720773,16,12,4,8,23-02-2021,31-12-2023,27-11-2022
SEN,2051994,681856,1428481,2835726,17,12,4,9,23-02-2021,31-12-2023,25-12-2022
SEN,2169105,682216,1431298,2860958,17,13,4,9,23-02-2021,31-12-2023,29-01-2023
SEN,2684696,687263,1438733,2929199,17,16,4,9,23-02-2021,31-12-2023,26-02-2023
SEN,2684696,692851,1441779,2930379,18,16,4,9,23-02-2021,31-12-2023,26-03-2023
SEN,2684696,698258,1442833,2935326,18,16,4,9,23-02-2021,31-12-2023,30-04-2023
SEN,2684696,703846,1461690,2985179,18,16,4,9,23-02-2021,31-12-2023,28-05-2023
SEN,2684696,709253,1485261,3046223,18,16,4,9,23-02-2021,31-12-2023,25-06-2023
SEN,2684696,714841,1503332,3094483,18,16,4,9,23-02-2021,31-12-2023,30-07-2023
SEN,2684696,720428,1503332,3134978,19,16,4,9,23-02-2021,31-12-2023,27-08-2023
SEN,2684696,724754,1544596,3176374,19,16,4,9,23-02-2021,31-12-2023,24-09-2023
SEN,2684696,724754,1546628,3178793,19,16,4,9,23-02-2021,31-12-2023,29-10-2023
SEN,,,,28906,,,,,23-02-2021,31-12-2023,28-02-2021
SEN,,,,316990,2,,,,23-02-2021,31-12-2023,28-03-2021
SEN,410366,,63822,473703,3,2,,,23-02-2021,31-12-2023,25-04-2021
SEN,452735,,70200,522575,3,3,,,23-02-2021,31-12-2023,30-05-2021
SEN,525179,,164305,689484,4,3,,1,23-02-2021,31-12-2023,27-06-2021
SEN,803076,,408382,1092612,7,5,,2,23-02-2021,31-12-2023,25-07-2021
SEN,1166798,,713765,1593152,10,7,,4,23-02-2021,31-12-2023,29-08-2021
SEN,1251403,,840154,1785056,11,7,,5,23-02-2021,31-12-2023,26-09-2021
DMA,5550,,,5550,8,8,,,12-02-2021,29-12-2023,28-02-2021
DMA,17430,,,17351,24,24,,,12-02-2021,29-12-2023,28-03-2021
DMA,18548,,10239,28787,40,26,,14,12-02-2021,29-12-2023,25-04-2021
DMA,19767,,17619,37386,52,27,,24,12-02-2021,29-12-2023,30-05-2021
DMA,20365,,19393,39758,55,28,,27,12-02-2021,29-12-2023,27-06-2021
DMA,20857,,19608,40465,56,29,,27,12-02-2021,29-12-2023,25-07-2021
DMA,22295,,20155,42449,59,31,,28,12-02-2021,29-12-2023,29-08-2021
DMA,24911,,21487,46398,64,35,,30,12-02-2021,29-12-2023,26-09-2021
DMA,27850,,24916,52766,73,39,,35,12-02-2021,29-12-2023,31-10-2021
DMA,28800,,26783,55583,77,40,,37,12-02-2021,29-12-2023,28-11-2021
DMA,30630,,28345,58975,82,43,,39,12-02-2021,29-12-2023,26-12-2021
DMA,31518,,29056,60575,84,44,,40,12-02-2021,29-12-2023,30-01-2022
DMA,32130,,29566,61696,86,45,,41,12-02-2021,29-12-2023,27-02-2022
DMA,32470,3125,29997,65592,91,45,4,42,12-02-2021,29-12-2023,27-03-2022
DMA,32600,3646,30195,66440,92,45,5,42,12-02-2021,29-12-2023,24-04-2022
DMA,32754,3646,30323,66723,93,45,5,42,12-02-2021,29-12-2023,29-05-2022
DMA,32871,3646,30472,66989,93,46,5,42,12-02-2021,29-12-2023,26-06-2022
DMA,32872,3745,30500,67117,93,46,5,42,12-02-2021,29-12-2023,31-07-2022
DMA,32872,3993,30566,67431,94,46,6,42,12-02-2021,29-12-2023,28-08-2022
DMA,32989,3993,30657,67639,94,46,6,43,12-02-2021,29-12-2023,25-09-2022
DMA,32995,3993,30659,67647,94,46,6,43,12-02-2021,29-12-2023,30-10-2022
DMA,32995,3993,30659,67647,94,46,6,43,12-02-2021,29-12-2023,27-11-2022
DMA,32995,3993,30659,67647,94,46,6,43,12-02-2021,29-12-2023,25-12-2022
DMA,32995,3993,30659,67647,94,46,6,43,12-02-2021,29-12-2023,29-01-2023
DMA,32995,3993,30659,67647,94,46,6,43,12-02-2021,29-12-2023,26-02-2023
DMA,32995,3993,30659,67647,94,46,6,43,12-02-2021,29-12-2023,26-03-2023
DMA,32995,3993,30659,67647,94,46,6,43,12-02-2021,29-12-2023,30-04-2023
DMA,32995,3993,30659,67647,94,46,6,43,12-02-2021,29-12-2023,28-05-2023
DMA,32995,3993,30659,67647,94,46,6,43,12-02-2021,29-12-2023,25-06-2023
DMA,32995,3993,30659,67647,94,46,6,43,12-02-2021,29-12-2023,30-07-2023
DMA,32995,3993,30659,67647,94,46,6,43,12-02-2021,29-12-2023,27-08-2023
DMA,32995,3993,30659,67647,94,46,6,43,12-02-2021,29-12-2023,24-09-2023
DMA,32995,3993,30659,67647,94,46,6,43,12-02-2021,29-12-2023,29-10-2023
DMA,32995,3993,30659,67647,94,46,6,43,12-02-2021,29-12-2023,26-11-2023
NCL,1049,,313,1362,,,,,20-01-2021,03-04-2023,31-01-2021
NCL,5698,,1775,7473,3,2,,1,20-01-2021,03-04-2023,28-02-2021
NCL,23209,,9541,32751,11,8,,3,20-01-2021,03-04-2023,28-03-2021
NCL,40304,,25265,65569,23,14,,9,20-01-2021,03-04-2023,25-04-2021
NCL,50803,,40761,91564,32,18,,14,20-01-2021,03-04-2023,30-05-2021
NCL,60015,,53224,113239,40,21,,19,20-01-2021,03-04-2023,27-06-2021
NCL,192371,103325,184801,480497,168,67,36,65,20-01-2021,03-04-2023,29-10-2023
NCL,192371,103325,184801,480497,168,67,36,65,20-01-2021,03-04-2023,26-11-2023
NCL,68698,,61499,130197,46,24,,22,20-01-2021,03-04-2023,25-07-2021
NCL,83888,,70752,154640,54,29,,25,20-01-2021,03-04-2023,29-08-2021
NCL,149426,,93959,243384,85,52,,33,20-01-2021,03-04-2023,26-09-2021
NCL,176369,,158444,334813,117,62,,55,20-01-2021,03-04-2023,31-10-2021
NCL,180743,,170046,351120,123,63,,60,20-01-2021,03-04-2023,28-11-2021
NCL,183325,,174551,357876,125,64,,61,20-01-2021,03-04-2023,26-12-2021
NCL,186295,,177253,363549,127,65,,62,20-01-2021,03-04-2023,30-01-2022
NCL,187667,,179224,366890,129,66,,63,20-01-2021,03-04-2023,27-02-2022
NCL,188014,90202,179892,458107,160,66,32,63,20-01-2021,03-04-2023,27-03-2022
NCL,188134,91171,180025,459330,161,66,32,63,20-01-2021,03-04-2023,24-04-2022
NCL,188336,92646,180221,461204,162,66,32,63,20-01-2021,03-04-2023,29-05-2022
NCL,188411,93094,180725,462443,162,66,33,63,20-01-2021,03-04-2023,26-06-2022
NCL,188411,93094,181883,464262,163,66,33,64,20-01-2021,03-04-2023,31-07-2022
NCL,188636,93135,183041,466199,163,66,33,64,20-01-2021,03-04-2023,28-08-2022
NCL,191574,93694,184022,469290,164,67,33,64,20-01-2021,03-04-2023,25-09-2022
NCL,191619,93873,184092,469584,164,67,33,64,20-01-2021,03-04-2023,30-10-2022
NCL,191660,94060,184124,469850,165,67,33,64,20-01-2021,03-04-2023,27-11-2022
NCL,192097,100299,184543,476939,167,67,35,65,20-01-2021,03-04-2023,25-12-2022
NCL,192250,102418,184685,479352,168,67,36,65,20-01-2021,03-04-2023,29-01-2023
NCL,192314,102953,184738,480005,168,67,36,65,20-01-2021,03-04-2023,26-02-2023
NCL,192370,103298,184796,480465,168,67,36,65,20-01-2021,03-04-2023,26-03-2023
NCL,192371,103325,184801,480497,168,67,36,65,20-01-2021,03-04-2023,30-04-2023
NCL,192371,103325,184801,480497,168,67,36,65,20-01-2021,03-04-2023,28-05-2023
NCL,192371,103325,184801,480497,168,67,36,65,20-01-2021,03-04-2023,25-06-2023
NCL,192371,103325,184801,480497,168,67,36,65,20-01-2021,03-04-2023,30-07-2023
NCL,192371,103325,184801,480497,168,67,36,65,20-01-2021,03-04-2023,27-08-2023
NCL,192371,103325,184801,480497,168,67,36,65,20-01-2021,03-04-2023,24-09-2023
NIC,24894,,,24894,,,,,03-03-2021,29-12-2023,28-03-2021
NIC,146698,,,146698,2,2,,,03-03-2021,29-12-2023,25-04-2021
NIC,167500,,,167500,3,3,,,03-03-2021,29-12-2023,30-05-2021
NIC,167500,,,167500,3,3,,,03-03-2021,29-12-2023,27-06-2021
NIC,267859,,166569,434428,7,4,,3,03-03-2021,29-12-2023,25-07-2021
NIC,454826,,204719,659545,10,7,,3,03-03-2021,29-12-2023,29-08-2021
NIC,548837,,302498,851335,13,8,,5,03-03-2021,29-12-2023,26-09-2021
NIC,1141244,,437453,1578697,24,17,,7,03-03-2021,29-12-2023,31-10-2021
NIC,3895294,,2223596,6118889,92,59,,34,03-03-2021,29-12-2023,28-11-2021
NIC,4879356,,2905785,7785141,118,74,,44,03-03-2021,29-12-2023,26-12-2021
NIC,5234395,,3520311,8754706,132,79,,53,03-03-2021,29-12-2023,30-01-2022
NIC,5438834,,3975728,9414562,142,82,,60,03-03-2021,29-12-2023,27-02-2022
NIC,5589424,,4358174,9947597,150,84,,66,03-03-2021,29-12-2023,27-03-2022
NIC,5707666,,4673671,10381337,157,86,,71,03-03-2021,29-12-2023,24-04-2022
NIC,5777257,,4898012,10675269,161,87,,74,03-03-2021,29-12-2023,29-05-2022
NIC,5935248,,5491722,11426970,172,90,,83,03-03-2021,29-12-2023,26-06-2022
NIC,5996522,,5616561,11613083,175,91,,85,03-03-2021,29-12-2023,31-07-2022
NIC,6041735,,5686159,11727894,177,91,,86,03-03-2021,29-12-2023,28-08-2022
NIC,6077838,,5752128,11829966,179,92,,87,03-03-2021,29-12-2023,25-09-2022
NIC,6107078,,5812087,11919165,180,92,,88,03-03-2021,29-12-2023,30-10-2022
NIC,6139341,,5873113,12012453,181,93,,89,03-03-2021,29-12-2023,27-11-2022
NIC,6172507,2892531,5947847,15096885,228,93,44,90,03-03-2021,29-12-2023,25-12-2022
NIC,6211435,2892531,6000704,15188670,229,94,44,91,03-03-2021,29-12-2023,29-01-2023
NIC,6233538,2892531,6026098,15236167,230,94,44,91,03-03-2021,29-12-2023,26-02-2023
NIC,6251151,2892531,6067959,15295641,231,94,44,92,03-03-2021,29-12-2023,26-03-2023
NIC,6260823,2892531,6091122,15328476,231,95,44,92,03-03-2021,29-12-2023,30-04-2023
NIC,6363467,2892531,6109719,15449717,233,96,44,92,03-03-2021,29-12-2023,28-05-2023
NIC,6404524,2892531,6122216,15503271,234,97,44,92,03-03-2021,29-12-2023,25-06-2023
NIC,6404524,2892531,6125937,15506992,234,97,44,92,03-03-2021,29-12-2023,30-07-2023
NIC,6404524,2892531,6126708,15507763,234,97,44,92,03-03-2021,29-12-2023,27-08-2023
NIC,6404524,2892531,6126708,15507763,234,97,44,92,03-03-2021,29-12-2023,24-09-2023
NIC,6404524,2892531,6126708,15507763,234,97,44,92,03-03-2021,29-12-2023,29-10-2023
NIC,6404524,2892531,6126708,15507763,234,97,44,92,03-03-2021,29-12-2023,26-11-2023
FSM,4147,,1470,5602,5,4,,1,,28-03-2023,31-01-2021
FSM,10599,,3757,14317,12,9,,3,,28-03-2023,28-02-2021
FSM,15022,,9511,24475,21,13,,8,,28-03-2023,28-03-2021
FSM,18564,,11578,30060,26,16,,10,,28-03-2023,25-04-2021
FSM,25066,,20062,43038,37,22,,17,,28-03-2023,30-05-2021
FSM,29432,,24757,49569,43,26,,22,,28-03-2023,27-06-2021
FSM,33341,,29197,55422,48,29,,25,,28-03-2023,25-07-2021
FSM,41148,,34436,64640,56,36,,30,,28-03-2023,29-08-2021
FSM,44695,,38677,71788,62,39,,34,,28-03-2023,26-09-2021
FSM,46051,,40658,74882,65,40,,35,,28-03-2023,31-10-2021
FSM,47735,,42460,78958,69,42,,37,,28-03-2023,28-11-2021
FSM,48763,,43410,83334,72,42,,38,,28-03-2023,26-12-2021
FSM,54067,5436,44410,91335,79,47,5,39,,28-03-2023,30-01-2022
FSM,59090,7439,48116,101929,89,51,6,42,,28-03-2023,27-02-2022
FSM,62087,10976,53372,115259,100,54,10,46,,28-03-2023,27-03-2022
FSM,62087,14596,56511,125068,109,54,13,49,,28-03-2023,24-04-2022
FSM,62087,17568,58154,132102,115,54,15,51,,28-03-2023,29-05-2022
FSM,62607,21165,60399,142643,124,54,18,53,,28-03-2023,26-06-2022
FSM,65477,25756,63052,158543,138,57,22,55,,28-03-2023,31-07-2022
FSM,70887,30537,66595,170346,148,62,27,58,,28-03-2023,28-08-2022
FSM,72751,30537,67744,170346,148,63,27,59,,28-03-2023,25-09-2022
FSM,74677,30537,68932,170346,148,65,27,60,,28-03-2023,30-10-2022
FSM,76541,30537,70081,170346,148,67,27,61,,28-03-2023,27-11-2022
FSM,78466,30537,71268,170346,148,68,27,62,,28-03-2023,25-12-2022
FSM,80392,30537,72456,170346,148,70,27,63,,28-03-2023,29-01-2023
FSM,82132,30537,74317,173896,151,71,27,65,,28-03-2023,26-02-2023
FSM,83871,30537,80910,198749,173,73,27,70,,28-03-2023,26-03-2023
IDN,559897,,344207,904104,,,,,13-01-2021,23-11-2023,31-01-2021
IDN,1639378,,975010,2614389,1,1,,,13-01-2021,23-11-2023,28-02-2021
IDN,7868649,,3725731,11594379,4,3,,1,13-01-2021,23-11-2023,28-03-2021
IDN,12715283,,7931960,20647243,8,5,,3,13-01-2021,23-11-2023,25-04-2021
IDN,16423125,,10635993,27059117,10,6,,4,13-01-2021,23-11-2023,30-05-2021
IDN,29661563,,13519377,43180939,16,11,,5,13-01-2021,23-11-2023,27-06-2021
IDN,47028260,,20365676,67393936,25,17,,7,13-01-2021,23-11-2023,25-07-2021
IDN,63457676,,36035429,99493105,36,23,,13,13-01-2021,23-11-2023,29-08-2021
IDN,90947755,,51163052,142110807,52,33,,19,13-01-2021,23-11-2023,26-09-2021
IDN,119501861,,73571407,193073268,71,44,,27,13-01-2021,23-11-2023,31-10-2021
IDN,139374391,,95483061,234857452,86,51,,35,13-01-2021,23-11-2023,28-11-2021
IDN,162356117,,113312836,275668953,101,59,,41,13-01-2021,23-11-2023,26-12-2021
IDN,184747492,4254469,128212506,317214467,116,68,2,47,13-01-2021,23-11-2023,30-01-2022
IDN,190833733,10018223,144057597,344909554,126,70,4,53,13-01-2021,23-11-2023,27-02-2022
IDN,196432981,22271182,159216770,377920933,138,72,8,58,13-01-2021,23-11-2023,27-03-2022
IDN,199175707,38347230,164912035,402434972,147,73,14,60,13-01-2021,23-11-2023,24-04-2022
IDN,200267408,45672972,167420810,413361190,151,73,17,61,13-01-2021,23-11-2023,29-05-2022
IDN,201480002,50483192,168963248,420926442,154,74,18,62,13-01-2021,23-11-2023,26-06-2022
IDN,202479200,56018748,170068809,428566757,157,74,20,62,13-01-2021,23-11-2023,31-07-2022
IDN,203519182,61285931,170445836,435802092,159,74,22,62,13-01-2021,23-11-2023,28-08-2022
IDN,204163278,63280816,170752037,438196132,160,75,23,62,13-01-2021,23-11-2023,25-09-2022
IDN,204319455,64413741,170985749,439718945,161,75,24,63,13-01-2021,23-11-2023,30-10-2022
IDN,204419394,65927919,171840424,441635773,161,75,24,63,13-01-2021,23-11-2023,27-11-2022
IDN,204419394,67413633,172596446,443617534,162,75,25,63,13-01-2021,23-11-2023,25-12-2022
IDN,204419394,68042776,172913309,444632402,163,75,25,63,13-01-2021,23-11-2023,29-01-2023
IDN,204419394,68223780,173353285,445290944,163,75,25,63,13-01-2021,23-11-2023,26-02-2023
IDN,204419394,68424177,173840401,446020046,163,75,25,64,13-01-2021,23-11-2023,26-03-2023
IDN,204419394,68618110,174311804,446725627,163,75,25,64,13-01-2021,23-11-2023,30-04-2023
IDN,204419394,68818507,174798920,447454729,164,75,25,64,13-01-2021,23-11-2023,28-05-2023
IDN,204419394,68946659,174904950,447702704,164,75,25,64,13-01-2021,23-11-2023,25-06-2023
IDN,204419394,69062089,174920125,447840729,164,75,25,64,13-01-2021,23-11-2023,30-07-2023
IDN,204419394,69177519,174935300,447978755,164,75,25,64,13-01-2021,23-11-2023,27-08-2023
IDN,204419394,69289226,174949986,448112328,164,75,25,64,13-01-2021,23-11-2023,24-09-2023
IDN,204419394,69356250,174961086,448195140,164,75,25,64,13-01-2021,23-11-2023,29-10-2023
IDN,204419394,69356250,174965137,448199860,164,75,25,64,13-01-2021,23-11-2023,26-11-2023
PYF,190658,90426,185692,418075,149,68,32,66,18-01-2021,17-07-2023,28-08-2022
PYF,190658,91894,186038,432244,154,68,33,66,18-01-2021,17-07-2023,25-09-2022
PYF,190908,93411,186231,446886,159,68,33,66,18-01-2021,17-07-2023,30-10-2022
PYF,190908,94879,186417,447998,159,68,34,66,18-01-2021,17-07-2023,27-11-2022
PYF,190908,96396,186610,449147,160,68,34,66,18-01-2021,17-07-2023,25-12-2022
PYF,190908,97913,186803,471948,168,68,35,66,18-01-2021,17-07-2023,29-01-2023
PYF,190908,99283,186803,474462,169,68,35,66,18-01-2021,17-07-2023,26-02-2023
PYF,190908,100800,186803,477245,170,68,36,66,18-01-2021,17-07-2023,26-03-2023
PYF,190908,102268,186803,479938,171,68,36,66,18-01-2021,17-07-2023,30-04-2023
PYF,192770,102317,190265,485352,173,69,36,68,18-01-2021,17-07-2023,28-05-2023
PYF,194633,102317,193726,490675,175,69,36,69,18-01-2021,17-07-2023,25-06-2023
PYF,195688,102317,195688,493692,176,70,36,70,18-01-2021,17-07-2023,30-07-2023
PYF,195688,102317,195688,493692,176,70,36,70,18-01-2021,17-07-2023,27-08-2023
PYF,195688,102317,195688,493692,176,70,36,70,18-01-2021,17-07-2023,24-09-2023
PYF,195688,102317,195688,493692,176,70,36,70,18-01-2021,17-07-2023,29-10-2023
PYF,195688,102317,195688,493692,176,70,36,70,18-01-2021,17-07-2023,26-11-2023
PYF,1910,,632,2541,1,1,,,18-01-2021,17-07-2023,31-01-2021
PYF,6414,,2612,9025,3,2,,1,18-01-2021,17-07-2023,28-02-2021
PYF,24626,,8923,33549,12,9,,3,18-01-2021,17-07-2023,28-03-2021
PYF,41614,,24734,66348,24,15,,9,18-01-2021,17-07-2023,25-04-2021
PYF,57834,,45151,99415,35,21,,16,18-01-2021,17-07-2023,30-05-2021
